Epoch,Recon_Loss,KL_Loss,Total_Loss,LR,Time(min)
1,0.39973828510234233,465.99264847604854,0.40020427775081835,2.666666666666667e-06,0.33928485711415607
1,0.43719126833112615,235.64976501464844,0.4374269180961408,2.666666666666667e-06,0.3362414916356405
2,0.4195846930930489,235.87623596191406,0.41982056932901085,5.333333333333334e-06,0.3092336177825928
3,0.37499467793263885,236.48745004754318,0.3752311653826864,8e-06,0.31346386671066284
4,0.353973283579475,238.46390091745477,0.35421174748039247,1.0666666666666667e-05,0.3130679249763489
5,0.345830699330882,239.40646683542352,0.3460701057977174,1.3333333333333335e-05,0.3162423809369405
6,0.3368791341781616,241.88184075606497,0.3371210160189177,1.6e-05,0.3173756718635559
7,0.325080920206873,247.83245207134047,0.32532875265894434,1.866666666666667e-05,0.30991010665893554
8,0.30512427342565435,264.4577299419202,0.3053887311555963,2.1333333333333335e-05,0.3129386862119039
9,0.2647470416207063,297.9467066714638,0.2650449883273777,2.4e-05,0.31044845581054686
10,0.17819868459513313,354.9452273720189,0.17855362982250514,2.666666666666667e-05,0.31348522504170734
11,0.09717657024923124,437.2862468518709,0.0976138564960831,2.9333333333333333e-05,0.3084121624628703
12,0.07772181928157806,507.34728522049755,0.07822916656679856,3.2e-05,0.3185311913490295
13,0.0688310591013808,549.9771792763158,0.06938103628065712,3.4666666666666665e-05,0.30944480101267496
14,0.06238494480126783,582.6948210063733,0.0629676396222742,3.733333333333334e-05,0.308285653591156
15,0.05871502015935747,600.3708913702714,0.059315391050727743,4e-05,0.308858855565389
16,0.05444935199461485,617.2959080746299,0.05506664790268948,4.266666666666667e-05,0.30989363193511965
17,0.05273505359103805,629.2399548982319,0.05336429354593628,4.5333333333333335e-05,0.3124228556950887
18,0.049422401738794225,644.4472816868832,0.050066849020481106,4.8e-05,0.3109872778256734
19,0.047043800157935994,650.8215267783717,0.04769462168471437,5.066666666666667e-05,0.31621883710225424
20,0.04583976849129325,662.8843480160361,0.04650265283930929,5.333333333333334e-05,0.3149444222450256
21,0.045652035035585105,662.9473716334293,0.046314982407218534,5.6e-05,0.3140389919281006
22,0.04400968100679548,661.9015502929688,0.04467158255708845,5.8666666666666665e-05,0.31400901476542153
23,0.041400005550760975,653.0236109683389,0.042053029161729316,6.133333333333334e-05,0.31632861693700154
24,0.04182651482130352,650.9194882041529,0.04247743430950767,6.4e-05,0.3160041292508443
25,0.04143168855654566,642.8147229646381,0.042074503279510296,6.666666666666667e-05,0.314080003897349
26,0.03961518622542683,627.8464548211349,0.04024303268024796,6.933333333333333e-05,0.3114834547042847
27,0.03905874922087318,622.9869641755756,0.039681736185048756,7.2e-05,0.31572537422180175
28,0.03882470746573649,616.2905466180099,0.039440998012354504,7.466666666666667e-05,0.3084080974260966
29,0.03763904383308009,602.5922273334704,0.03824163606041356,7.733333333333333e-05,0.319443408648173
30,0.036314488633682855,591.4529418945312,0.03690594157557739,8e-05,0.3084578037261963
